x1 x2
7.949933878333690362e-01 1.697409896011587982e+00
-1.146560260442452517e+00 1.126573475341606789e+00
-7.955288908078410604e-01 9.529326089516250153e-01
2.737517900262005921e-01 -3.379844943519911826e-01
-1.316296794075062282e+00 6.244271849582497813e-01
9.006221932352714843e-02 7.269298950674799586e-01
-1.682737683780455962e+00 5.127693636274144318e-01
-8.682696167889076833e-01 -5.171751161129392038e-01
-4.333428158801803931e-02 3.579141652053633438e-01
-4.901067483187336871e-01 1.818813105745477499e+00
-1.482682974694950362e+00 1.220061687690089158e+00
-1.112160920602305092e+00 8.433860758924316414e-01
1.345837849616138060e+00 1.352809321753334348e+00
1.535901868787306057e+00 1.004675305259061568e+00
-6.731610069086461090e-01 -1.334813650348685599e+00
-3.498974014331883708e-01 4.643824067947351919e-01
1.581382183489332904e+00 8.504341595676668808e-01
7.675046988830209749e-01 2.141813248382200996e+00
-1.024690835971161507e+00 -9.424739303789186895e-01
7.423583209659753157e-01 3.163969632786028940e-02
-7.645215675682676126e-02 6.016524258114089863e-01
-1.674170091471274935e+00 -4.537930384779108595e-01
1.249064580498082666e-01 5.825009630192700127e-01
1.707889665245510447e+00 1.760657978517810696e+00
1.959734367125266774e-01 -6.483964580952943368e-01
1.033649875663939843e+00 7.097830336334470802e-01
-5.566835204648159507e-01 3.047330271524845147e-01
-1.724797693474905635e+00 -9.825758000721545038e-01
1.789315369633918407e-01 -4.098630218196145369e-01
-1.282411821648887562e+00 1.316824865736246464e+00
-9.322480692107051325e-01 -9.155177111592567307e-01
-7.043023280848064172e-01 1.091036220759193043e+00
-1.806124992742014213e-01 5.662342106902806815e-01
-4.009553817803246933e-01 1.528387151863170423e+00
2.176729991121845731e-01 -9.319908227332898143e-01
-1.551605848392383136e+00 5.642919158914381228e-01
7.217229204781221430e-01 -1.087163491100296975e-01
-1.601418037252762439e+00 6.166224594623290756e-01
1.496273808607969380e-01 1.916259087259217564e+00
8.640512457659388357e-01 5.358468826907043514e-01
5.689132404806387378e-01 1.130986789360495903e+00
7.381597406669986317e-01 2.331952572657930434e-01
-4.419317136593517992e-01 -3.264085721894515180e-01
-2.189344127430168513e-02 2.366161432371634898e+00
2.438982567209780072e-01 9.335371142623699603e-01
-7.248178248961327785e-01 -6.040055396000887367e-01
4.226245994343041379e-01 -3.336882994999489371e-01
1.106174814736434309e+00 2.095482326890257596e+00
-1.153095521998450224e+00 -7.953522822165695061e-01
5.003782972642417670e-01 7.173368903986040435e-01
-8.686291327557060793e-02 9.171108759490631535e-01
1.461063238813482767e+00 2.420647140347426118e-02
3.748769693725030883e-01 -6.008247412200273807e-01
-5.742812262704617421e-01 2.726262802797659868e-01
-1.426793327748637541e+00 1.571066494650973921e-01
1.441818291607564806e+00 2.679848706529107005e+00
-1.179008550360630680e+00 4.635378389980767677e-01
-3.712220676818212550e-01 -9.709562233770738793e-01
-2.369439052936286039e-01 2.102753245334070265e+00
1.257208629991085624e+00 1.192282438927678934e+00
-1.034855190760249011e+00 2.203904116597641960e-01
-1.235606240109857756e+00 -4.447648879162808822e-01
-2.908932648847353808e-01 5.608365436354362243e-01
1.091953083069896024e+00 -1.908896448475754237e+00
1.394354013849300467e+00 -9.860402165484905002e-01
-1.139833216796923177e+00 9.858798882983261791e-01
1.264700028721240210e+00 9.294490850416197159e-01
2.068584712657690061e-01 2.136521916525297438e-01
-1.327981397779316453e+00 8.306117140179396507e-01
7.813876907322295784e-01 1.991914852715928941e+00
1.162103360173409650e+00 -4.336897261518879443e-02
-2.028523346978092501e-01 1.004737703702077045e+00
-3.254283648364714177e-01 -2.054804499651067262e-01
-6.158255750529847417e-01 1.300087145172031722e+00
7.168037993175337963e-01 5.731342086321966622e-01
1.440605211069222236e+00 2.850944665611302997e-01
-7.165890547395926680e-01 2.468313419591797953e+00
-1.166010147993148616e+00 7.662704919328897635e-01
1.375576592021065858e+00 3.961265038790621751e-01
5.855220244585269684e-01 1.180897101825908457e+00
7.900892649948955127e-01 9.745485590858427027e-01
-1.248554328657321300e+00 -5.572281290427645306e-01
-1.566686982422238250e+00 -1.441137859366704133e+00
-4.777410596448013469e-01 9.323998535262983944e-01
-1.415045705479235583e+00 1.771460240721750790e+00
1.359878628654799027e+00 -5.859762559042145380e-01
-2.558543601899301856e-01 -7.796381873532494122e-01
1.076299195822297827e+00 4.973806170740742716e-01
7.893871346208416462e-01 1.129630973729568222e+00
-1.325845591070787366e+00 -5.733148901709381740e-01
-2.355938077277816844e-01 -1.448056312915065869e-01
1.376439306107358540e+00 4.735063655037352603e-01
1.200932412641124269e+00 1.524093590962024125e+00
3.056426216549399388e-01 1.779672723283570290e+00
-7.940074793250126994e-01 1.861699942902096172e+00
1.346100944115225628e+00 4.901292135328650934e-01
1.263473658976814740e+00 9.091082221891995108e-01
-1.072651746767238345e-01 7.935740653902557673e-01
9.260555965228910447e-01 1.641723523327280887e+00
1.050797368347655691e+00 1.160415816044899406e+00
1.704444391781026802e+00 9.947228618255568033e-01
1.492096671957919396e+00 3.585677512116088872e-01
-1.426184069969080648e+00 5.486030205055830722e-01
-1.086058113140394354e+00 6.246776235129800625e-01
3.476274729619491244e-02 -1.827611766996500187e+00
1.283734814439317251e+00 1.783901515825792483e+00
-7.152413794720682283e-01 3.414933448309018793e-01
2.003285442587561249e-01 2.361656039349002700e-02
7.690443918253979383e-02 3.019366541272170412e-01
-6.091944828110108512e-01 1.492596288217269640e+00
-8.091444056439082155e-01 1.143461777704327886e+00
5.268853815569692900e-01 1.687615126480050076e+00
2.040476292352592091e-01 1.640441498945257592e-01
-1.554910429850940634e+00 -8.093804061714025000e-01
-1.599706961681071959e+00 -8.725818014747903639e-01
-1.586211245361377031e+00 2.770207816362873499e-01
-1.096330504591968902e+00 3.486627171915290813e-02
3.148018674827675611e-01 2.303156894842669500e-01
2.943234496147018389e-02 -1.202040393251384343e+00
4.426047971910074819e-01 2.082358921907808913e+00
-3.666143265527672113e-01 3.967306682657225636e-01
1.544544860070875769e+00 6.175898101086098047e-01
-1.061460390720365465e+00 1.622404761741480517e+00
-4.420477725061615626e-01 1.176106824331180079e+00
-1.415961553006055862e+00 7.712988727415167611e-01
-1.153310164223440015e+00 1.768151986450522406e-01
-5.494569056182981859e-01 8.903863910865993381e-01
5.031395186702245503e-01 4.628711318703003785e-01
8.904445521513538742e-01 6.933777836280998752e-01
-4.749852884258486396e-01 7.790649911591849275e-01
7.526828885944424063e-02 2.572640274736170962e-01
1.657816073984405225e+00 1.278935293543000062e+00
2.339254096020502993e-01 -6.060602618840045253e-01
-1.063307027693816575e+00 -9.488149770421197005e-01
-6.568126790968524809e-01 -1.158429953607336582e+00
1.243174087412908912e+00 4.254801714658679179e-01
1.573389550319966634e+00 6.391813458778997648e-01
6.300951512445893687e-01 1.411104379925764762e+00
1.290255582236463860e+00 -8.422547819735810570e-01
1.693395678228876156e+00 -2.828811866116154317e-01
-2.411286033617038860e-01 -4.311140132490927090e-01
-2.617343370596462993e-02 6.797635700288909844e-01
1.143497977825282064e+00 -1.497003680235218903e+00
-1.924084521071910969e-01 -5.805985359995378126e-01
-5.059075940734508725e-01 1.422629150861664526e-01
-1.623588649189817934e+00 1.986790895618443020e+00
-1.288647421089027523e+00 8.260073154523364103e-01
1.609547336758207825e+00 -1.232469233127657438e+00
1.635209991552669218e+00 1.958336922925384860e+00
-5.425857454805667057e-01 1.423537779461692687e-01
-1.360549666815354053e+00 1.254202611557409419e+00
7.355240285282276247e-01 8.185376402346529190e-01
-3.885017991703161866e-01 5.847044985756759683e-01
1.325588174231325800e-01 1.301099284526818778e+00
-4.293984374223026035e-01 2.770926846516394981e-01
1.641022475532726066e+00 5.383299371233557506e-02
1.697574036543210152e+00 1.269017783603107574e+00
-1.664465577387108874e+00 9.853706912246208427e-01
-4.398803594488229773e-01 1.338516571048576909e+00
6.734552034952028254e-01 1.238142601441604818e+00
-1.445397705678009403e+00 1.449266631864792654e+00
1.721700369294849819e+00 -6.849228379547522838e-01
1.706795630444959633e+00 3.843359191021133436e-01
1.459122846453617228e+00 1.718033701184761286e+00
-5.600458018569702823e-01 4.817499348693527472e-01
-1.637792201659226121e+00 -1.166755757193879361e+00
-1.618227022652523717e+00 -6.924847842690851074e-01
-9.259642098297523605e-01 -2.642060743557761437e-01
8.393675638762863045e-01 -4.550970263140993177e-01
-1.194539050826614934e+00 7.076612428061399562e-01
-1.195125809002421047e+00 1.259260789136723346e+00
-8.779588792523089769e-01 5.684925788550967418e-01
5.317649857667910984e-01 4.106803478998046764e-01
-4.147865735649756691e-01 -6.097494651330461757e-01
6.001140448216328582e-02 6.074993885703930951e-01
1.741778811962066964e-01 -1.677594562393780464e-02
8.552120452872817580e-02 3.806868941872447176e-01
-7.662716533405952157e-01 8.076485424912305255e-01
1.236391891517387931e+00 7.866405011985831974e-01
6.082219873844684210e-01 8.670399925748777381e-01
-7.683623332537965755e-02 1.770644936924233415e+00
4.938635428924574855e-01 1.222142779368040055e-01
-1.432203988144091777e+00 1.876027364465004066e+00
2.723628470822751085e-02 -5.054461492750090823e-01
1.091881111438142288e-01 7.350324383850235233e-01
1.479300285739591603e+00 1.973974782286420648e+00
-4.206396517619038211e-01 1.183075672113744758e+00
1.593176044641075428e+00 1.263833373055323728e+00
-1.232431355503784270e-01 5.727316134468494191e-01
1.074920383284507119e+00 1.282802129844906380e+00
4.142203633767066462e-01 6.330955296637457153e-01
1.346238019813587261e+00 -2.372023066511066869e+00
-9.848699917327678743e-02 9.472788262874409781e-01
1.573062674657601079e+00 -3.706129048206919796e-01
-1.672384859299113513e+00 7.374967322336312137e-01
-4.285543333765974294e-01 4.518182233553766358e-01
7.437930990037290302e-01 1.794313992616972442e+00
-9.231114573563063974e-01 1.238742251719560095e+00
9.821174265901537748e-01 1.254917742478924403e+00
-8.938160525856653216e-01 1.383941183817033904e+00
2.544317623387244431e-01 2.888121998248942557e-01
-1.290298253977026688e+00 1.666886079785751540e-01
-6.234673506269108323e-01 2.308587092905735716e+00
2.935604752335786993e-01 2.149760387729534372e+00
1.956942446237262823e-01 -1.279459962747933055e+00
7.563135720394980055e-01 1.354207102218037750e+00
1.112751477212492679e+00 2.862641790631458294e-01
-1.268491518176676047e+00 -6.827057956657944793e-02
-1.340052693223978908e+00 1.683511683708645013e+00
1.373323286250547559e+00 1.142278636397136227e+00
2.025814646609324365e-01 7.804968491575128287e-01
1.053487099644719649e+00 -7.797487192024521452e-01
-5.292645806415637866e-01 9.444934501545433347e-01
-9.887357044926606831e-01 -1.177414994098757717e-01
-4.127814869456792324e-01 1.073167242145491418e+00
1.527833725406793075e+00 1.043967465938940631e+00
-8.827123774622899210e-01 9.882370121725889689e-01
-6.717247396606186305e-01 1.618218480219377087e+00
1.239044646380353942e+00 2.327495887353800974e+00
-8.325395934492452188e-01 2.412415588193136395e-01
-1.038563729439134109e+00 1.784348385986498364e-01
1.632427268670949783e+00 -8.194980238329048206e-01
1.368547234009059865e+00 2.125010520821724480e+00
3.435744585221744418e-01 3.974886174154003138e-01
-1.138562057764056279e+00 1.393422735759197728e-02
-3.593826299332184004e-01 5.813551390124597207e-01
1.315324948874272426e+00 4.339037806413119092e-01
-2.297323516818916278e-01 4.918017929427920265e-01
-1.840904160909402898e-01 8.683020649817940750e-01
9.535600503863267408e-01 1.459802505821767848e+00
8.918280576559406425e-01 3.038078806111431107e-01
-6.630947433209606334e-01 -8.203120590397403600e-01
1.570136782101164474e+00 6.586418026482605548e-01
-1.200531035719835660e-01 -5.853011575400646205e-02
2.840003165558826481e-01 -6.882575518543676552e-02
-2.638708117853877377e-01 -9.083823866175937400e-01
8.933874217455595179e-01 7.883433964848752806e-01
-4.558271306777871013e-02 1.323389230755599000e+00
1.024785435769987485e+00 1.854246771634522561e+00
-1.248698660981841124e+00 1.681719731647993155e-01
-1.580046142029253087e+00 -6.162708732818000801e-02
-1.600671677904634604e+00 2.810942300888895629e-01
2.859052086231285150e-01 -1.473151177618904351e+00
1.837601262369479571e-01 1.315012478712939359e+00
-2.098525558943484803e-01 -1.118840185402437459e+00
-1.684640474986605740e+00 -1.949394901614586173e-01
-9.611892198254214092e-02 -5.712625222151461735e-01
5.770365115370954534e-01 -3.125555576966819737e-01
6.084995320675751218e-01 1.057858492681524210e+00
-2.252974252011648304e-01 2.083419993059885567e+00
-1.484840653166310753e+00 -1.940605141858599003e-01
9.488033199668778339e-01 -1.246553401451749865e-01
-2.597746355267411267e-01 9.845146064768499627e-01
9.701624088370767174e-01 -4.554663762434331131e-01
-1.447425789472650104e+00 9.374752454775567845e-01
1.548052904659373619e+00 5.888909121243759426e-01
-1.329119122290931543e+00 1.099027405640523369e+00
-5.450042092033113850e-01 9.402086627691739196e-01
-9.614532275434322095e-01 9.243296419587521129e-01
1.504178712014961228e+00 1.129318390867729338e+00
1.016167342807778651e+00 3.589326794684177258e-01
-4.857559294690742546e-01 9.246061176228597134e-01
-9.078136939054487486e-01 -1.839169302551822982e-01
2.665580626432501044e-01 1.921704264202013679e+00
3.061339211128721871e-01 -1.042553240133276438e+00
-1.194800098458536297e+00 7.439168792378449968e-01
1.060695863105769687e+00 1.152876547883039837e+00
1.036187839286895729e+00 -9.863649658082471738e-01
-3.431105408291139636e-01 4.120005622092577369e-01
5.289194218650457024e-01 5.860809977608193444e-01
-3.416932068233132780e-01 -4.024083138886334066e-01
-5.130004128324543444e-01 -1.269930472148457667e+00
1.055375499363441216e+00 7.997921237738773170e-01
-8.652965690565721513e-01 2.186637386760922896e-01
-1.717241362600355314e+00 -1.609147841820982361e+00
-1.155662180926139815e+00 -3.938196773448692234e-01
-5.175556313865754543e-01 -1.958419625866592462e+00
1.674687410312008851e+00 1.514666835326984318e+00
8.126956037114664300e-01 1.218165608818069678e+00
7.339461003233154202e-01 -1.463478707049879590e+00
-1.268529168352867886e+00 -1.277228839401417515e+00
-6.770127993501217079e-01 2.369692250759042551e+00
-6.741930304626085890e-01 -4.901287294821501384e-01
-8.938629140361453729e-01 1.081307265002490636e+00
7.415165430067782726e-01 5.808237878313160518e-01
1.264210080094531952e+00 6.701124898251163975e-01
-1.125947661983120796e+00 4.901250238093202150e-02
-1.537114797760749108e+00 7.940737015359428108e-01
-1.284499565221867701e-01 4.064045562298577163e-01
1.461241984731226906e-01 6.778414113544020125e-01
1.323186386764762856e+00 2.382244187299806804e-01
4.600660733663253232e-01 1.260162011269874593e+00
-1.458856857193570888e-01 -2.021754536711617423e-02
-9.611233087255552920e-01 1.482829262701822248e+00
1.534736557490594899e+00 5.571934803672057290e-01
-1.491616762678717567e+00 1.547679678643650858e+00
1.529279283589906335e-01 1.749322987431063958e-01
-5.428545578939530936e-01 1.274190721482819200e+00
9.982790081464089083e-01 1.845816622164974108e-01
9.927133538215892061e-01 1.049592643578242113e-01
1.406991549481614090e+00 9.291771020821768534e-01
7.481919347278060961e-01 3.271441018863519012e-02
-1.522217667532718810e+00 8.117084247579864353e-02
1.369139650075947179e+00 -1.405841284445648043e+00
1.103357062959825274e+00 1.630616817838322907e-01
-9.851351397025378542e-01 -2.997330467757096661e-01
-1.660808607149468763e+00 2.302379201164214351e+00
-1.131461262403546497e+00 -1.500243693466551953e-02
-7.125357912088486900e-01 1.129762601774788378e+00
-1.239371403147637496e+00 -2.145597999961477154e-01
5.438449278354108296e-01 7.842315352389059857e-01
1.390005744394485543e+00 5.485704085371060357e-01
8.975335313952187422e-01 2.920248213776314161e-01
1.648736749846070548e+00 1.713349006117125040e+00
-3.404051802748061517e-01 -4.113799318851765197e-01
1.174920521545263608e+00 1.745072660942794007e+00
1.021517658636649450e+00 1.569487462069054651e+00
-9.729412171543889709e-01 8.024957379649423350e-01
-1.630867105486823454e-01 -4.407278245363799307e-01
1.591626924078256566e-01 8.211721928653528124e-01
-8.288922980076834923e-01 -4.718403372449985200e-01
5.864176024201955828e-01 -9.536589693314747596e-01
-1.279842911927099980e+00 4.524285528381390420e-01
1.486973935749548392e+00 8.949581570076465820e-01
6.165923428168711418e-01 8.677893371469618256e-01
-5.659557407005201268e-01 -6.230545076210793898e-01
-5.888213483062523790e-02 1.739377490149143779e-01
7.377562050786339309e-01 1.999788110658673235e+00
6.198534872776846338e-01 1.697069278172973927e+00
-8.258539559067954450e-01 9.980795972907101632e-01
-8.200840371551119945e-02 -9.357614018500368669e-01
7.889947956152301156e-01 1.391890216036080430e+00
-1.242032949903578487e+00 -2.626855798983598334e-01
9.684579506813814076e-01 1.222570489575420805e-01
-3.892061326067293714e-01 -2.140802056444554013e-01
1.462226927846322022e+00 -6.144630481098778407e-02
-3.641814913078839644e-01 7.015867874355525835e-01
-1.221808664494134611e+00 5.983054099844670182e-02
1.368927975884277060e-01 8.164555179498906856e-01
1.326296689838007081e+00 1.453275462292778375e+00
1.443939330986175884e+00 -2.649012494525875283e-01
-1.668399816406357816e+00 -2.891428198718021259e-01
1.494176157514951031e+00 5.306492313702609875e-01
9.676113782561246435e-01 4.448204256013922886e-01
9.835778121352485304e-01 -9.635345659589920064e-01
1.248651367403590812e-01 7.858197682226804037e-01
-5.131437318679936688e-01 2.077182895497859061e+00
-7.228206194573290055e-01 5.143853243254054020e-02
1.672225061132345036e+00 1.073752109791727305e+00
1.131063624665852307e+00 8.253113507303146967e-01
1.710186146220605385e+00 6.363445112568273387e-01
-1.487222041307925569e+00 -7.200093766155257757e-01
-1.600707435898656827e+00 5.450650477376253189e-01
5.308378687160654474e-02 3.915183074415579112e-01
-1.293961878398000920e+00 7.173602909350813572e-01
1.241097140764791940e+00 4.409094384782762388e-01
-1.091740930567296708e+00 1.473185184329742103e+00
-1.280416754145819347e+00 9.593809897463760894e-01
1.975653253999520853e-01 4.371862533022558561e-01
-5.689212793821868397e-01 2.600220151200228758e-01
-7.066829825639373563e-01 1.370620998939883650e+00
3.961576571323177087e-01 -7.853863540119787601e-01
5.545624631800755155e-01 9.641844746396048826e-01
-1.420509074133198713e+00 -8.752822449340351696e-01
-9.473300053668470833e-02 1.216129528141173699e+00
-7.529793179355872557e-01 7.679865879651239791e-01
-1.393835369112928158e+00 1.684614543414198473e-01
-1.338839740259472499e+00 1.141321074993482787e+00
-1.010563225636712748e+00 2.859159067316162650e-01
1.731226116777525137e+00 2.249957902742692473e-01
1.457905519883074597e+00 5.050850010269982704e-01
-1.445383589786794598e+00 -1.246003510474956499e+00
1.101887781995162019e+00 2.643235686151990116e-02
-1.535604914035818780e+00 1.260636940190859034e-01
1.148504667652954225e+00 1.245780412889821998e-01
-8.659532243610942315e-01 4.011059537465105351e-01
6.315884914111159487e-01 1.153235930127417763e+00
-1.597865661185176256e+00 -3.731062563211646754e-01
-1.808219624476868070e-01 7.291160159453367040e-01
8.630233644775114898e-01 -3.253770714584148793e-01
-1.134023790483796451e-01 5.169866930190127885e-01
3.718292536603367560e-01 1.607816017968554334e+00
-1.679404220250405144e+00 -5.495111169878161839e-01
-7.987104495159168260e-02 7.593607031142302066e-01
1.639879708040020478e+00 1.159073416434505344e+00
4.002037571586408715e-01 1.812776543187823775e+00
-1.274736314264180770e+00 1.120541772776367573e+00
-1.142096254916155518e+00 6.547312691966185039e-01
-1.666741847050926095e+00 1.685240779334225003e-01
-1.415717955858374344e-01 -1.219474894926874553e+00
-4.735224773498750150e-01 9.432908663845571695e-01
1.672237646748596374e-01 -1.411836990023773719e-01
1.064762529435574256e+00 -3.644716352862082953e-01
5.692592148178990952e-01 9.594677509327513842e-01
1.576439894833108202e+00 2.301154980776209946e+00
1.249516260572050452e+00 1.041163937542019857e+00
-1.542001294124447863e+00 6.188938693143741787e-01
1.609267123580897935e-02 1.039844243601721008e+00
